"gbd_condition","ontology_id","channels","channel_details"
"Cutaneous and mucocutaneous leishmaniasis","MONDO:0005588","embedding","sim=0.9105 rank=3 label='chemotherapy-induced oral mucositis'"
"Cutaneous and mucocutaneous leishmaniasis","MONDO:0006014","embedding","sim=0.9029 rank=9 label='vulvovaginal candidiasis'"
"Cutaneous and mucocutaneous leishmaniasis","MONDO:0006546","embedding","sim=0.9031 rank=8 label='erythematosquamous dermatosis'"
"Cutaneous and mucocutaneous leishmaniasis","MONDO:0006617","embedding","sim=0.9043 rank=7 label='vesiculobullous skin disease'"
"Cutaneous and mucocutaneous leishmaniasis","MONDO:0018469","embedding","sim=0.9067 rank=6 label='pulmonary non-tuberculous mycobacterial infection'"
"Cutaneous and mucocutaneous leishmaniasis","MONDO:0019023","embedding","sim=0.9024 rank=10 label='cutaneous mastocytosis'"
"Cystic echinococcosis","EFO:0009429","embedding","sim=0.8843 rank=9 label='Mycobacterium infection'"
"Cystic echinococcosis","HP:0030035","embedding","sim=0.884 rank=10 label='Struvite nephrolithiasis'"
"Cystic echinococcosis","MONDO:0002040","embedding","sim=0.8858 rank=8 label='dermatomycosis'"
"Cystic echinococcosis","MONDO:0005373","embedding","sim=0.8879 rank=6 label='meningococcal infection'"
"Cystic echinococcosis","MONDO:0005413","embedding","sim=0.8996 rank=2 label='cystic fibrosis associated meconium ileus'"
"Cystic echinococcosis","MONDO:0005631","embedding","sim=0.8888 rank=4 label='actinomycosis'"
"Cystic echinococcosis","MONDO:0005706","embedding","sim=0.8871 rank=7 label='coccidioidomycosis'"
"Cystic echinococcosis","MONDO:0005724","embedding","sim=0.9142 rank=1 label='cryptococcosis'"
"Cystic echinococcosis","MONDO:0018469","embedding","sim=0.8904 rank=3 label='pulmonary non-tuberculous mycobacterial infection'"
"Cystic echinococcosis","MONDO:0019023","embedding","sim=0.8885 rank=5 label='cutaneous mastocytosis'"
"Cysticercosis","EFO:1001017","embedding","sim=0.8957 rank=10 label='limited scleroderma'"
"Cysticercosis","HP:0001094","embedding","sim=0.9047 rank=3 label='Iridocyclitis'"
"Cysticercosis","HP:0025246","embedding","sim=0.8969 rank=7 label='Trichilemmal cyst'"
"Cysticercosis","MONDO:0000254","embedding","sim=0.9027 rank=4 label='cutaneous mycosis'"
"Cysticercosis","MONDO:0002040","embedding","sim=0.9154 rank=1 label='dermatomycosis'"
"Cysticercosis","MONDO:0005631","embedding","sim=0.905 rank=2 label='actinomycosis'"
"Cysticercosis","MONDO:0005706","embedding","sim=0.8957 rank=9 label='coccidioidomycosis'"
"Cysticercosis","MONDO:0005761","embedding","sim=0.8964 rank=8 label='filarial elephantiasis'"
"Cysticercosis","MONDO:0006030","embedding","sim=0.8977 rank=5 label='chronic cystitis'"
"Cysticercosis","MONDO:0019340","embedding","sim=0.8976 rank=6 label='scleroderma'"
"Decubitus ulcer","EFO:0007066","embedding","sim=0.8911 rank=4 label='chronic ulcer of skin'"
"Decubitus ulcer","EFO:0007067","embedding","sim=1 rank=1 label='decubitus ulcer'"
"Decubitus ulcer","EFO:0007068","embedding","sim=0.8915 rank=3 label='ulcer of lower limb'"
"Decubitus ulcer","EFO:0021494","embedding","sim=0.8789 rank=8 label='pallidum volume change measurement'"
"Decubitus ulcer","HP:0001537","embedding","sim=0.883 rank=7 label='Umbilical hernia'"
"Decubitus ulcer","MONDO:0000327","embedding","sim=0.9034 rank=2 label='Buruli ulcer disease'"
"Decubitus ulcer","MONDO:0001551","embedding","sim=0.8894 rank=6 label='ulceration of vulva'"
"Decubitus ulcer","MONDO:0003718","embedding","sim=0.8773 rank=9 label='occlusion precerebral artery'"
"Decubitus ulcer","MONDO:0005412","embedding","sim=0.8904 rank=5 label='duodenal ulcer'"
"Decubitus ulcer","MONDO:0006617","embedding","sim=0.8773 rank=10 label='vesiculobullous skin disease'"
"Dengue","EFO:0803679","",""
"Dengue","MONDO:0000989","embedding","sim=0.8699 rank=6 label='mumps infectious disease'"
"Dengue","MONDO:0004652","embedding","sim=0.8628 rank=10 label='bacterial pneumonia'"
"Dengue","MONDO:0005108","embedding","sim=0.8725 rank=5 label='viral infectious disease'"
"Dengue","MONDO:0005113","embedding","sim=0.8637 rank=9 label='bacterial infectious disease'"
"Dengue","MONDO:0005358","",""
"Dengue","MONDO:0005550","embedding","sim=0.876 rank=4 label='infectious disease'"
"Dengue","MONDO:0005700","embedding","sim=0.8795 rank=3 label='chickenpox'"
"Dengue","MONDO:0005812","embedding","sim=0.8965 rank=1 label='influenza'"
"Dengue","MONDO:0005952","embedding","sim=0.8666 rank=8 label='scarlet fever'"
"Dengue","MONDO:0006012","embedding","sim=0.8905 rank=2 label='viral pneumonia'"
"Dengue","MONDO:0020950","embedding","sim=0.8698 rank=7 label='viral eye infection'"
"Depressive disorders","EFO:0005940","embedding","sim=0.9047 rank=6 label='psychotic symptoms'"
"Depressive disorders","EFO:0007634","embedding","sim=0.9086 rank=5 label='major depressive episode'"
"Depressive disorders","EFO:0007704","embedding","sim=0.9021 rank=7 label='depressive episode measurement'"
"Depressive disorders","EFO:0020971","embedding","sim=0.8998 rank=10 label='internalizing disorder'"
"Depressive disorders","MONDO:0002009","embedding","sim=0.9373 rank=2 label='major depressive disorder'"
"Depressive disorders","MONDO:0002025","embedding","sim=0.919 rank=3 label='psychiatric disorder'"
"Depressive disorders","MONDO:0002050","embedding","sim=0.9718 rank=1 label='depressive disorder'"
"Depressive disorders","MONDO:0003265","embedding","sim=0.9018 rank=8 label='adjustment disorder'"
"Depressive disorders","MONDO:0005084","embedding","sim=0.8999 rank=9 label='mental disorder'"
"Depressive disorders","MONDO:0005371","embedding","sim=0.9108 rank=4 label='mood disorder'"
"Dermatitis","EFO:0011048","embedding","sim=0.9073 rank=6 label='dermatological toxicity'"
"Dermatitis","EFO:1000651","",""
"Dermatitis","HP:0000964","",""
"Dermatitis","MONDO:0001039","embedding","sim=0.9029 rank=8 label='tonsillitis'"
"Dermatitis","MONDO:0002138","",""
"Dermatitis","MONDO:0002406","embedding","sim=1 rank=1 label='dermatitis'"
"Dermatitis","MONDO:0004678","embedding","sim=0.9124 rank=5 label='dermatophytosis'"
"Dermatitis","MONDO:0005480","embedding","sim=0.9626 rank=2 label='contact dermatitis'"
"Dermatitis","MONDO:0005481","",""
"Dermatitis","MONDO:0006525","embedding","sim=0.9127 rank=4 label='allergic contact dermatitis'"
"Dermatitis","MONDO:0006555","",""
"Dermatitis","MONDO:0006598","",""
"Dermatitis","MONDO:0006608","",""
"Dermatitis","MONDO:0006771","embedding","sim=0.9026 rank=9 label='glossitis'"
"Dermatitis","MONDO:0006849","embedding","sim=0.9069 rank=7 label='mastitis'"
"Dermatitis","MONDO:0015614","embedding","sim=0.9026 rank=10 label='dermatitis herpetiformis'"
"Dermatitis","MONDO:0016367","embedding","sim=0.9248 rank=3 label='dermatomyositis'"
"Diabetes mellitus","EFO:0006842","embedding","sim=0.9118 rank=4 label='diabetes mellitus biomarker'"
"Diabetes mellitus","EFO:0009486","embedding","sim=0.8925 rank=6 label='diabetic eye disease'"
"Diabetes mellitus","EFO:1001459","embedding","sim=0.8797 rank=9 label='diabetic foot'"
"Diabetes mellitus","MONDO:0005015","embedding","sim=1 rank=1 label='diabetes mellitus'"
"Diabetes mellitus","MONDO:0005016","embedding","sim=0.8965 rank=5 label='diabetic kidney disease'"
"Diabetes mellitus","MONDO:0005147","embedding","sim=0.9487 rank=3 label='type 1 diabetes mellitus'"
"Diabetes mellitus","MONDO:0005148","embedding","sim=0.9585 rank=2 label='type 2 diabetes mellitus'"
"Diabetes mellitus","MONDO:0005408","embedding","sim=0.8924 rank=7 label='diabetes mellitus type 2 associated cataract'"
"Diabetes mellitus","OBA:2001012","embedding","sim=0.8791 rank=10 label='age of onset of type 1 diabetes mellitus'"
"Diabetes mellitus","OBA:2001013","embedding","sim=0.8859 rank=8 label='age of onset of type 2 diabetes mellitus'"
"Diabetes mellitus type 1","EFO:0004996","embedding","sim=0.8969 rank=8 label='type 1 diabetes nephropathy'"
"Diabetes mellitus type 1","EFO:0004997","embedding","sim=0.8888 rank=9 label='type 2 diabetes nephropathy'"
"Diabetes mellitus type 1","EFO:0006842","embedding","sim=0.916 rank=7 label='diabetes mellitus biomarker'"
"Diabetes mellitus type 1","MONDO:0005015","embedding","sim=0.9489 rank=3 label='diabetes mellitus'"
"Diabetes mellitus type 1","MONDO:0005016","embedding","sim=0.8875 rank=10 label='diabetic kidney disease'"
"Diabetes mellitus type 1","MONDO:0005147","embedding","sim=0.975 rank=1 label='type 1 diabetes mellitus'"
"Diabetes mellitus type 1","MONDO:0005148","embedding","sim=0.9635 rank=2 label='type 2 diabetes mellitus'"
"Diabetes mellitus type 1","MONDO:0005408","embedding","sim=0.9291 rank=6 label='diabetes mellitus type 2 associated cataract'"
"Diabetes mellitus type 1","OBA:2001012","embedding","sim=0.9357 rank=4 label='age of onset of type 1 diabetes mellitus'"
"Diabetes mellitus type 1","OBA:2001013","embedding","sim=0.9337 rank=5 label='age of onset of type 2 diabetes mellitus'"
"Diabetes mellitus type 2","EFO:0004997","embedding","sim=0.8949 rank=8 label='type 2 diabetes nephropathy'"
"Diabetes mellitus type 2","EFO:0006842","embedding","sim=0.9192 rank=7 label='diabetes mellitus biomarker'"
"Diabetes mellitus type 2","EFO:0009486","embedding","sim=0.8868 rank=10 label='diabetic eye disease'"
"Diabetes mellitus type 2","MONDO:0005015","embedding","sim=0.9571 rank=3 label='diabetes mellitus'"
"Diabetes mellitus type 2","MONDO:0005016","embedding","sim=0.8889 rank=9 label='diabetic kidney disease'"
"Diabetes mellitus type 2","MONDO:0005147","embedding","sim=0.9663 rank=2 label='type 1 diabetes mellitus'"
"Diabetes mellitus type 2","MONDO:0005148","embedding","sim=0.9737 rank=1 label='type 2 diabetes mellitus'"
"Diabetes mellitus type 2","MONDO:0005408","embedding","sim=0.9388 rank=4 label='diabetes mellitus type 2 associated cataract'"
"Diabetes mellitus type 2","OBA:2001012","embedding","sim=0.9204 rank=6 label='age of onset of type 1 diabetes mellitus'"
"Diabetes mellitus type 2","OBA:2001013","embedding","sim=0.9312 rank=5 label='age of onset of type 2 diabetes mellitus'"
"Diarrheal diseases","EFO:1001306","embedding","sim=0.9425 rank=2 label='Diarrhea, Infantile'"
"Diarrheal diseases","EFO:1001785","embedding","sim=0.8874 rank=5 label='diffuse esophageal spasm'"
"Diarrheal diseases","HP:0001082","embedding","sim=0.8865 rank=6 label='Cholecystitis'"
"Diarrheal diseases","HP:0002014","embedding","sim=0.9635 rank=1 label='Diarrhea'"
"Diarrheal diseases","HP:0100607","embedding","sim=0.8838 rank=10 label='Dysmenorrhea'"
"Diarrheal diseases","HP:0100829","embedding","sim=0.8863 rank=7 label='Galactorrhea'"
"Diarrheal diseases","MONDO:0000001","",""
"Diarrheal diseases","MONDO:0000916","embedding","sim=0.8894 rank=3 label='intestinal infectious disease'"
"Diarrheal diseases","MONDO:0005052","embedding","sim=0.8855 rank=8 label='irritable bowel syndrome'"
"Diarrheal diseases","MONDO:0006896","embedding","sim=0.8884 rank=4 label='peptic esophagitis'"
"Diarrheal diseases","MONDO:0043424","embedding","sim=0.8848 rank=9 label='digestive system infectious disorder'"
"Dietary iron deficiency","EFO:0008355","embedding","sim=0.9416 rank=1 label='dietary heme iron intake measurement'"
"Dietary iron deficiency","EFO:0008470","embedding","sim=0.9297 rank=6 label='dietary potassium intake measurement'"
"Dietary iron deficiency","EFO:0020077","embedding","sim=0.9313 rank=5 label='dietary vitamin A intake measurement'"
"Dietary iron deficiency","EFO:0020078","embedding","sim=0.9292 rank=7 label='dietary vitamin B1 intake measurement'"
"Dietary iron deficiency","EFO:0020079","embedding","sim=0.9289 rank=8 label='dietary vitamin B2 intake measurement'"
"Dietary iron deficiency","EFO:0020082","embedding","sim=0.9327 rank=4 label='dietary vitamin C intake measurement'"
"Dietary iron deficiency","EFO:0020083","embedding","sim=0.939 rank=2 label='dietary zinc intake measurement'"
"Dietary iron deficiency","EFO:0020084","embedding","sim=0.9267 rank=10 label='dietary vitamin B6 intake measurement'"
"Dietary iron deficiency","EFO:0020087","embedding","sim=0.927 rank=9 label='dietary ash intake measurement'"
"Dietary iron deficiency","EFO:0020089","embedding","sim=0.9348 rank=3 label='dietary vitamin E intake measurement'"
"Digestive congenital anomalies","EFO:0022941","embedding","sim=0.9311 rank=6 label='congenital respiratory system disorder'"
"Digestive congenital anomalies","MONDO:0002320","embedding","sim=0.9309 rank=7 label='congenital nervous system disorder'"
"Digestive congenital anomalies","MONDO:0016581","embedding","sim=0.9243 rank=9 label='conotruncal heart malformations'"
"Digestive congenital anomalies","MONDO:0017427","embedding","sim=0.9353 rank=5 label='congenital deformities of limbs'"
"Digestive congenital anomalies","MONDO:0019054","embedding","sim=0.9377 rank=4 label='congenital limb malformation'"
"Digestive congenital anomalies","MONDO:0019512","embedding","sim=0.9283 rank=8 label='congenital heart malformation'"
"Digestive congenital anomalies","MONDO:0019719","embedding","sim=0.9426 rank=2 label='congenital anomaly of kidney and urinary tract'"
"Digestive congenital anomalies","MONDO:0019938","embedding","sim=0.9198 rank=10 label='anorectal malformation'"
"Digestive congenital anomalies","MONDO:0020292","embedding","sim=0.9382 rank=3 label='congenital anomaly of the great arteries'"
"Digestive congenital anomalies","MONDO:0024239","embedding","sim=0.9461 rank=1 label='congenital anomaly of cardiovascular system'"
"Diphtheria","EFO:0010549","embedding","sim=0.8495 rank=7 label='xanthosine measurement'"
"Diphtheria","HP:0031364","embedding","sim=0.8503 rank=5 label='Ecchymosis'"
"Diphtheria","MONDO:0004625","embedding","sim=0.8474 rank=10 label='phlebitis'"
"Diphtheria","MONDO:0004664","embedding","sim=0.8631 rank=2 label='helminthiasis'"
"Diphtheria","MONDO:0005504","embedding","sim=1 rank=1 label='diphtheria'"
"Diphtheria","MONDO:0005644","embedding","sim=0.8498 rank=6 label='amebiasis'"
"Diphtheria","MONDO:0005746","embedding","sim=0.8568 rank=3 label='enterobiasis'"
"Diphtheria","MONDO:0006547","embedding","sim=0.8483 rank=9 label='exanthem'"
"Diphtheria","MONDO:0006592","embedding","sim=0.8526 rank=4 label='parapsoriasis'"
"Diphtheria","MONDO:0006601","embedding","sim=0.8486 rank=8 label='pityriasis rosea'"
"Down syndrome","EFO:0000195","embedding","sim=0.9054 rank=10 label='metabolic syndrome'"
"Down syndrome","EFO:0022028","",""
"Down syndrome","MONDO:0001176","embedding","sim=0.9107 rank=4 label='lens disorder'"
"Down syndrome","MONDO:0002436","embedding","sim=0.91 rank=5 label='nasal disorder'"
"Down syndrome","MONDO:0002884","embedding","sim=0.9065 rank=9 label='nail disorder'"
"Down syndrome","MONDO:0004001","embedding","sim=0.9458 rank=1 label='compartment syndrome'"
"Down syndrome","MONDO:0004298","embedding","sim=0.9082 rank=8 label='stomach disorder'"
"Down syndrome","MONDO:0005098","embedding","sim=0.9088 rank=7 label='stroke disorder'"
"Down syndrome","MONDO:0006858","embedding","sim=0.912 rank=2 label='mouth disorder'"
"Down syndrome","MONDO:0021146","embedding","sim=0.9094 rank=6 label='headache disorder'"
"Down syndrome","MONDO:0024654","embedding","sim=0.9115 rank=3 label='skull disorder'"
"Drug use disorders","EFO:0005431","embedding","sim=0.9274 rank=4 label='illegal drug consumption'"
"Drug use disorders","EFO:0007010","embedding","sim=0.942 rank=1 label='drug use measurement'"
"Drug use disorders","EFO:0007585","embedding","sim=0.9224 rank=6 label='Cannabis use'"
"Drug use disorders","EFO:0007586","embedding","sim=0.9202 rank=8 label='Cannabis use initiation'"
"Drug use disorders","EFO:0009458","embedding","sim=0.9203 rank=7 label='alcohol use disorder measurement'"
"Drug use disorders","EFO:0009924","embedding","sim=0.9103 rank=10 label='Drugs used in diabetes use measurement'"
"Drug use disorders","EFO:0010445","embedding","sim=0.9336 rank=2 label='cocaine use disorder'"
